10307|1
10311|2
12487|3
12559|5
12695|7
12703|8
18715|9
10311|11
12387|12
12515|13
12691|14
12695|15
12699|16
12703|17
12823|18
12831|19
12847|20
18595|21
18679|22
18751|23
10291|25
12523|26
12531|27
12535|28
12883|29
12523|31
12539|32
12803|33
12819|34
12819|36
12471|38
12491|39
12531|40
12535|41
12567|42
12663|43
12667|44
12823|45
18447|46
18507|47
18691|48
12487|50
12547|52
12815|53
12895|54
12527|56
12799|57
12807|58
12819|59
12879|60
12807|62
12875|64
12407|66
12507|67
12519|68
12547|69
12479|71
12483|72
12487|73
12527|74
12535|75
12539|76
12555|77
12715|78
12723|79
18447|80
18619|81
18691|82
18815|83
18819|84
18831|85
12403|87
12875|89
12371|91
12419|92
12823|94
18547|96
18587|97
18735|98
12523|100
12459|102
12523|103
12531|104
12559|105
12663|106
12667|107
12687|108
12847|109
12851|110
12621|112
12647|113
12667|114
12807|115
18707|116
18715|117
18747|118
18755|119
18763|120
18767|121
12647|123
12395|125
12403|126
12431|127
12447|128
12451|129
12515|130
12679|131
12715|132
12727|133
18431|134
12511|136
12627|137
18507|138
18755|139
12559|141
12663|143
12647|145
12299|147
12355|148
12367|149
12395|150
12419|151
12431|152
12435|153
12443|154
12403|156
12411|157
18547|158
18619|159
10877|161
12399|162
18547|164
10849|166
12431|167
12663|168
12743|169
12747|170
12751|171
12895|173
12463|175
12299|177
12395|178
12399|179
12403|180
12443|181
12327|183
12351|184
12355|185
12655|186
12723|187
12727|188
12803|189
12895|190
12663|192
12403|194
12567|196
12621|198
12503|200
12895|202
10849|204
18471|205
12403|207
12895|208
18691|209
10307|211
12621|213
12775|214
12875|216
12403|218
12895|220
10315|222
10829|223
10837|224
12819|225
12823|226
18507|227
18627|228
18675|229
18735|230
12495|232
12895|233
12823|235
18423|237
12695|239
12555|241
12627|243
12555|245
18615|247
18619|248
18743|249
18747|250
18751|251
18755|252
18759|253
18763|254
18767|255
10315|257
10837|258
10853|259
12411|260
12555|261
18723|262
18727|263
18731|264
18439|266
18443|267
18447|268
18451|269
18455|270
18459|271
18855|272
12591|274
12695|276
12703|277
12447|279
12555|280
12727|281
18527|282
18559|283
18691|284
18723|285
18735|286
18871|287
27385|288
12591|290
12439|292
12547|294
12591|296
12663|298
18787|299
12547|301
12431|303
12547|305
12547|307
10311|309
18651|310
18871|311
18879|312
18723|314
18787|315
18871|316
12419|318
12503|319
12567|320
12831|321
18635|322
18723|323
18787|324
10303|326
10311|327
10319|328
10323|329
10339|330
10343|331
10829|332
10833|333
10837|334
10849|335
10853|336
10857|337
10861|338
10865|339
10869|340
12323|341
12471|342
12475|343
12487|344
12571|345
12575|346
12647|347
12651|348
12655|349
12659|350
12667|351
12671|352
12679|353
12699|354
12703|355
12711|356
12715|357
12719|358
12735|359
12739|360
12743|361
12759|362
12763|363
12779|364
12799|365
12827|366
12835|367
12839|368
12847|369
12851|370
12859|371
12863|372
12867|373
12875|374
12883|375
12887|376
18415|377
18707|378
10881|380
12663|381
18431|382
18647|383
18831|384
12675|386
18707|388
18863|389
10291|391
10295|392
10299|393
10307|394
10327|395
10331|396
12663|397
12679|398
12683|399
12695|400
12699|401
12703|402
12799|403
12819|404
12823|405
12827|406
12831|407
12879|408
12895|409
12875|411
18547|413
18863|414
18707|416
12627|418
12631|419
10829|421
10833|422
12547|424
12411|426
12503|427
12431|429
12431|431
18523|432
12507|434
12567|435
18507|436
18523|437
18567|438
18595|439
18635|440
18799|441
18811|442
12547|444
12551|446
12515|448
18675|450
18683|451
12355|453
12607|454
10291|456
10295|457
10299|458
10307|459
10315|460
10327|461
10331|462
10335|463
12523|464
12527|465
12531|466
12631|467
12695|468
10311|470
10315|471
12487|472
12523|473
12559|475
12567|476
18787|478
18871|479
18879|480
12487|482
12547|484
10295|486
12691|487
12559|489
12627|491
18459|492
20807|494
12559|496
12659|498
12655|500
12695|501
12559|503
12567|504
10327|506
10331|507
10335|508
12531|509
12687|510
12691|511
12795|512
12803|513
12815|514
12819|515
12831|516
12491|518
12559|520
12559|522
12551|524
12559|526
12403|528
12479|530
12627|531
12683|532
12687|533
12795|534
12803|535
12815|536
12831|537
12343|539
12347|540
12351|541
12355|542
12559|543
12711|544
12723|545
12727|546
12883|547
18563|548
12851|550
12567|552
10295|554
10307|555
10311|556
12663|557
12667|558
12683|559
12579|561
10307|563
12663|564
18707|566
10311|568
10861|569
12479|570
12483|571
12487|572
12491|573
12663|574
12759|575
18619|576
18847|577
18863|578
18871|579
12621|581
10303|583
10311|584
10319|585
10323|586
10339|587
10343|588
10829|589
10833|590
10837|591
10841|592
10845|593
10849|594
10853|595
10857|596
10861|597
10865|598
10869|599
10877|600
10881|601
12323|602
12327|603
12331|604
12335|605
12343|606
12347|607
12351|608
12355|609
12431|610
12471|611
12475|612
12487|613
12547|614
12551|615
12555|616
12559|617
12563|618
12567|619
12571|620
12575|621
12579|622
12583|623
12587|624
12591|625
12595|626
12621|627
12647|628
12651|629
12655|630
12659|631
12667|632
12671|633
12679|634
12699|635
12703|636
12711|637
12715|638
12719|639
12735|640
12739|641
12743|642
12759|643
12763|644
12779|645
12799|646
12823|647
12827|648
12835|649
12839|650
12847|651
12851|652
12859|653
12863|654
12867|655
12875|656
12883|657
12887|658
12891|659
12895|660
12551|662
12559|663
18575|665
18787|666
18863|667
18871|669
18827|671
18831|672
12775|674
10295|676
10307|677
10315|678
12399|679
12559|680
12811|681
12847|682
18779|683
12403|685
12495|686
12503|687
12663|688
10295|690
10307|691
10311|692
10315|693
10849|694
10877|695
12347|696
12463|697
12487|698
12495|699
12515|700
12523|701
12531|702
12551|703
12567|704
12627|705
12655|706
12691|707
12695|708
12823|709
12831|710
12895|711
12907|712
18511|713
10295|715
10307|716
10311|717
10315|718
10857|719
10861|720
12531|721
12647|722
12651|723
12655|724
12667|725
12671|726
12723|727
12739|728
12747|729
12807|730
12819|731
12823|732
12847|733
12867|734
18479|735
18487|736
18499|737
18611|738
18643|739
18671|740
18675|741
18727|742
18751|743
18831|744
18863|745
12715|747
12351|749
12847|750
12487|752
12675|753
12567|755
10303|757
10857|758
10861|759
10865|760
12607|761
12611|762
12615|763
12715|764
12719|765
12723|766
12727|767
12731|768
12735|769
12739|770
12743|771
12747|772
12751|773
12755|774
12759|775
12763|776
12767|777
12771|778
12775|779
12779|780
12783|781
12787|782
10857|784
10865|785
12479|786
12483|787
12487|788
12491|789
12603|790
12607|791
12621|792
12683|793
12695|794
12699|795
12703|796
12823|797
12867|798
18787|799
18683|801
18695|802
18619|804
18787|805
12591|807
12463|809
12479|810
12483|811
12487|812
18863|813
12483|815
12491|816
12663|817
12667|818
12671|819
12727|821
10311|823
10323|824
12479|825
12483|826
12487|827
12483|829
12487|830
18627|831
18651|832
18787|833
18423|835
18427|836
18431|837
18443|838
18447|839
18451|840
18455|841
18459|842
18511|843
18515|844
18519|845
18527|846
18535|847
18539|848
18543|849
18551|850
18555|851
18559|852
18563|853
18567|854
18571|855
18575|856
18579|857
18595|858
18603|859
18615|860
18619|861
18627|862
18631|863
18635|864
18639|865
18643|866
18647|867
18651|868
18655|869
18659|870
18663|871
18675|872
18683|873
18691|874
18695|875
18699|876
18703|877
18707|878
18711|879
18715|880
18719|881
18723|882
18727|883
18731|884
18735|885
18743|886
18747|887
18751|888
18755|889
18759|890
18763|891
18767|892
18795|893
18799|894
18807|895
18847|896
18855|897
20807|898
27385|899
27389|900
10315|902
12399|904
12503|905
18787|906
18831|907
18831|909
12459|911
12523|912
12531|913
12451|915
12621|916
12663|917
12847|918
18419|919
18447|920
18455|921
18547|922
18611|923
18619|924
18675|925
18707|926
18795|927
18855|928
18863|929
12739|931
12835|932
12847|933
18419|934
18535|935
18611|936
18651|937
18855|938
20803|939
12451|941
12783|942
18831|943
18619|945
18863|947
18639|949
12431|951
12403|953
12411|954
12487|955
10311|957
12607|958
12451|960
12751|961
12879|963
12411|965
12515|966
10311|968
12355|969
12699|970
12895|971
10311|973
12479|974
12483|975
12487|976
12507|977
12643|978
12659|979
10295|981
10307|982
12447|983
12495|984
18691|985
18879|986
12483|988
12555|989
18871|990
12567|992
12411|994
10307|996
12411|997
12663|998
12679|999
12895|1000
12431|1002
12847|1004
12621|1006
18855|1007
12355|1009
12579|1011
12511|1013
12559|1015
12683|1016
12719|1017
12731|1018
12759|1019
12819|1020
18691|1022
12371|1024
12691|1025
12299|1027
12371|1028
12395|1029
12419|1030
12439|1031
10291|1033
10295|1034
10299|1035
10303|1036
10307|1037
10311|1038
10319|1039
10829|1040
10833|1041
10837|1042
10841|1043
10845|1044
10853|1045
10857|1046
10861|1047
10865|1048
10869|1049
10877|1050
10881|1051
12299|1052
12323|1053
12327|1054
12331|1055
12335|1056
12339|1057
12343|1058
12347|1059
12351|1060
12355|1061
12367|1062
12371|1063
12375|1064
12395|1065
12399|1066
12403|1067
12407|1068
12411|1069
12415|1070
12419|1071
12423|1072
12427|1073
12431|1074
12435|1075
12439|1076
12443|1077
12447|1078
12451|1079
12459|1080
12463|1081
12467|1082
12483|1083
12487|1084
12491|1085
12495|1086
12607|1087
12611|1088
12615|1089
12621|1090
12627|1091
12631|1092
12643|1093
12647|1094
12651|1095
12659|1096
12663|1097
12667|1098
12671|1099
12683|1100
12711|1101
12715|1102
12719|1103
12723|1104
12731|1105
12735|1106
12739|1107
12743|1108
12747|1109
12751|1110
12755|1111
12759|1112
12763|1113
12767|1114
12771|1115
12775|1116
12779|1117
12783|1118
12787|1119
10295|1121
10307|1122
10311|1123
10315|1124
12559|1125
12567|1126
12627|1127
12663|1128
12679|1129
12683|1130
18619|1131
18671|1132
18723|1133
10295|1135
10307|1136
10311|1137
12487|1138
12571|1139
12683|1140
12687|1141
12703|1142
12795|1143
12819|1144
12823|1145
12875|1146
10311|1148
12567|1149
12875|1150
12447|1152
12751|1153
12331|1155
12483|1157
12487|1158
12547|1159
12567|1160
18619|1161
18723|1162
18735|1163
18787|1164
10295|1166
10307|1167
10311|1168
10315|1169
12463|1170
12479|1171
12491|1172
12495|1173
12519|1174
12667|1175
12671|1176
12779|1177
12783|1178
12879|1179
18423|1180
10295|1182
10299|1183
10303|1184
10311|1185
10315|1186
10319|1187
10829|1188
10837|1189
10841|1190
10869|1191
12451|1192
12487|1193
12523|1194
12563|1195
12571|1196
12583|1197
12587|1198
12591|1199
12621|1200
12687|1201
12699|1202
12703|1203
12715|1204
12727|1205
12731|1206
12771|1207
12831|1208
12859|1209
12875|1210
18419|1211
18423|1212
18427|1213
18431|1214
18499|1215
18507|1216
18519|1217
18523|1218
18535|1219
18579|1220
18619|1221
18635|1222
18643|1223
18655|1224
18663|1225
18683|1226
18723|1227
18735|1228
18787|1229
18807|1230
18847|1231
10307|1233
10311|1234
10315|1235
10319|1236
12487|1237
12679|1238
12703|1239
18691|1241
12451|1243
12555|1244
10307|1246
12431|1247
12467|1249
12487|1250
10311|1252
10829|1253
12463|1254
12591|1255
12899|1256
18507|1257
18651|1258
18707|1259
10311|1261
10315|1262
12347|1263
12351|1264
12355|1265
12491|1266
12739|1267
12759|1268
12679|1270
10295|1272
12695|1273
12703|1274
12835|1275
12847|1276
10307|1278
12727|1280
18671|1281
12367|1283
12403|1284
12447|1285
12451|1286
